,title,year,abstract,publisher,top_20_words
386,"Equivalence, identity, and unitarity checking in black-box testing of quantum programs,","2024,","Abstract: Quantum programs exhibit inherent non-deterministic behavior, which poses more significant challenges for error discovery compared to classical programs. While several testing methods have been proposed for quantum programs, they often overlook fundamental questions in black-box testing. In this paper, we bridge this gap by presenting three novel algorithms specifically designed to address the challenges of equivalence, identity, and unitarity checking in black-box testing of quantum programs. We also explore optimization techniques for these algorithms, including specialized versions for equivalence and unitarity checking, and provide valuable insights into parameter selection to maximize performance and effectiveness. To evaluate the effectiveness of our proposed methods, we conducted comprehensive experimental evaluations, which demonstrate that our methods can rigorously perform equivalence, identity, and unitarity checking, offering robust support for black-box testing of quantum programs.
Keywords: Quantum programs; Software testing; Black-box testing; Equivalence checking; Unitarity checking",ScienceDirect,"entropy, localization, unlabelled, efilter, fault, testsuite, statement, based, test, cases, efficiency, constructed, debugging, suitable, practice, suite, compared, assume, weaken, exam"
387,"A Monte Carlo tree search conceptual framework for feature model analyses,","2023,","Abstract: Challenging domains of the future such as Smart Cities, Cloud Computing, or Industry 4.0 expose highly variable systems with colossal configuration spaces. The automated analysis of those systems’ variability has often relied on SAT solving and constraint programming. However, many of the analyses have to deal with the uncertainty introduced by the fact that undertaking an exhaustive exploration of the whole configuration space is usually intractable. In addition, not all analyses need to deal with the configuration space of the feature models, but with different search spaces where analyses are performed over the structure of the feature models, the constraints, or the implementation artifacts, instead of configurations. This paper proposes a conceptual framework that tackles various of those analyses using Monte Carlo tree search methods, which have proven to succeed in vast search spaces (e.g., game theory, scheduling tasks, security, program synthesis, etc.). Our general framework is formally described, and its flexibility to cope with a diversity of analysis problems is discussed. We provide a Python implementation of the framework that shows the feasibility of our proposal, identifying up to 11 lessons learned, and open challenges about the usage of the Monte Carlo methods in the software product line context. With this contribution, we envision that different problems can be addressed using Monte Carlo simulations and that our framework can be used to advance the state-of-the-art one step forward.
Keywords: Automated analysis; Configurable systems; Feature models; Monte Carlo tree search; Software product lines; Variability",ScienceDirect,"safety, nn, nns, papers, control, critical, improving, completeness, software, assuring, interpretability, approaches, selected, based, relevant, attention, review, failure, network, engineering"
388,"Progress on class integration test order generation approaches: A systematic literature review,","2023,","Abstract: Context:
Integration testing is an effective way to detect unit test results and ensure the correct and stable operation of software modules. One of the crucial problems in integration testing is the class integration test order (CITO) generation problem. Its purpose is to reasonably determine the test order of each class in a program to reduce test consumption. In recent years, the CITO generation problem has made a lot of progress but also faces more challenges.
Objective:
The goal of this paper is to provide an overview of the research progress on the CITO generation problem. By summarizing applied techniques, evaluation indicators, and datasets, this paper aims to identify research challenges and suggest future opportunities.
Method:
We conduct a systematic literature review of CITO generation approaches, including the problems investigated, the solutions proposed, the techniques applied, the evaluation indicators used, and the datasets covered.
Results:
Based on research techniques and evaluation indicators, we classified and analyzed 30 papers published between 2011 and 2022. Our analysis reveals that more (47%) of the studies on the CITO generation problem still prefer to use search-based techniques, and the vast majority (90%) of the studies choose to use the stubbing complexity as the indicator to evaluate the stubbing cost of generating CITOs. We have extracted five challenges that the CITO generation problem is facing, corresponding to which we have given suggestions for future research.
Conclusion:
In this paper, we have outlined the research status of CITO generation approaches, summarized the challenges, and proposed corresponding opportunities for future study. We expect this paper to better help software testing workers understand the CITO generation problem and improve efficiency in practical work.
Keywords: Software testing; Integration testing; Class integration test order; Test cost",ScienceDirect,"backdoor, dnns, backdoors, sequential, adversarial, tuaps, universal, targeted, attack, method, perturbations, rate, using, detection, does, networks, training, based, neural, metamorphosis"
389,"Looking Over the Research Literature on Software Engineering from 2016 to 2018,","2019,","Abstract: This paper carries out a bibliometric analysis to detect (i) what is the most influential research on software engineering at the moment, (ii) where is being published that relevant research, (iii) what are the most commonly researched topics, (iv) and where is being undertaken that research (i.e., in which countries and institutions). For that, 6,365 software engineering articles, published from 2016 to 2018 on a variety of conferences and journals, are examined.
Keywords: Bibliometric analysis; Software engineering; Scopus",ScienceDirect,"topics, connections, keywords, examine, connected, publications, emerging, assigned, field, research, apps, word, map, science, web, level, open, indicating, decline, edges"
390,"Efilter: An effective fault localization based on information entropy with unlabelled test cases,","2021,","Abstract: Context:
Automatic fault localization is essential to intelligent software system. Most fault localization techniques assume the test oracle is perfect before debugging, which is hard to exist in practice. In fact, the test suite would contain a number of unlabelled test cases which have been proved to be useful in fault localization. However, due to the execution diversity, not all unlabelled test cases are suitable for fault localization. Selecting inappropriate unlabelled test cases can even weaken the fault localization efficiency.
Objective:
To solve the problem of filtering unlabelled test cases, this work aims to construct a feasible framework to select suitable unlabelled test cases for better fault localization.
Method:
To address this issue, an entropy-based framework Efilter is constructed to filter unlabelled test cases. In Efilter, a Statement-based entropy and Testsuite-based entropy are constructed to measure the localization uncertainty of given test suite. The unlabelled test case with less Statement-based entropy or Testsuite-based entropy compared with its threshold would be selected. Further, the feature integration strategies for both Statement-based entropy and Testsuite-based entropy are given to calculate the suspiciousness of statements.
Results:
The Efilter efficiency is evaluated across 6 open-source programs and 3 spectrum-based fault localizations. The results reveal that Efilter can improve fault localization efficiency by 18.8% and 16.5% with the Statement-based entropy and the Testsuite-based entropy respectively compared with the strategy without Efilter from the perspective of EXAM score on average.
Conclusion:
Our results indicate that the Efilter with both the Statement-based entropy and the Testsuite-based entropy can improve the fault localization in the scenario lack of test oracles, serving as an enhancement for fault localization in practice.
Keywords: Fault localization; Software debugging; Test oracle; Unlabelled test cases; Information entropy",ScienceDirect,"unlabelled, localization, test, cases, fault, suite, classification, information, localizing, passing, estimated, occurs, newly, failing, degradation, labelled, enable, assigned, classified, utilized"
391,"Testing and verification of neural-network-based safety-critical control software: A systematic literature review,","2020,","Abstract: Context: Neural Network (NN) algorithms have been successfully adopted in a number of Safety-Critical Cyber-Physical Systems (SCCPSs). Testing and Verification (T&V) of NN-based control software in safety-critical domains are gaining interest and attention from both software engineering and safety engineering researchers and practitioners. Objective: With the increase in studies on the T&V of NN-based control software in safety-critical domains, it is important to systematically review the state-of-the-art T&V methodologies, to classify approaches and tools that are invented, and to identify challenges and gaps for future studies. Method: By searching the six most relevant digital libraries, we retrieved 950 papers on the T&V of NN-based Safety-Critical Control Software (SCCS). Then we filtered the papers based on the predefined inclusion and exclusion criteria and applied snowballing to identify new relevant papers. Results: To reach our result, we selected 83 primary papers published between 2011 and 2018, applied the thematic analysis approach for analyzing the data extracted from the selected papers, presented the classification of approaches, and identified challenges. Conclusion: The approaches were categorized into five high-order themes, namely, assuring robustness of NNs, improving the failure resilience of NNs, measuring and ensuring test completeness, assuring safety properties of NN-based control software, and improving the interpretability of NNs. From the industry perspective, improving the interpretability of NNs is a crucial need in safety-critical applications. We also investigated nine safety integrity properties within four major safety lifecycle phases to investigate the achievement level of T&V goals in IEC 61508-3. Results show that correctness, completeness, freedom from intrinsic faults, and fault tolerance have drawn most attention from the research community. However, little effort has been invested in achieving repeatability, and no reviewed study focused on precisely defined testing configuration or defense against common cause failure.
Keywords: Software testing and verification; Neural network; Safety-critical control software; Systematic literature review",ScienceDirect,"practices, software, scientific, claims, engineering, development, supported, evidence, developers, scientists, 43, review, literature, additionally, papers, 12, increase, perform, use, efficiency"
392,"Detection of backdoor attacks using targeted universal adversarial perturbations for deep neural networks,","2024,","Abstract: Backdoor attacks on deep neural networks (DNNs) using targeted universal adversarial perturbations (TUAPs) do not require training datasets and model tampering, and triggers based on TUAPs can make DNNs output any class the adversary wants. Retraining DNNs using adversarial training for security is time-consuming and does not apply to DNNs in runtime. We want to detect backdoors using a black-box testing approach. We observe that after superimposing random noise on the input of a backdoor attack, the output still tends to remain the same, so we propose Sequential Analysis method based on the Metamorphosis Testing (SAMT). We designed two metamorphic relations for test case generation. Using sequential sampling, we calculate the label stability rate (LSR) and infer whether the image to be verified contains a trigger based on the sequential probability ratio change. The experimental results show that our method has a higher backdoor detection success rate (dsr) than the state-of-the-art detection algorithms. Moreover, our method does not need to use the model structure of DNNs, which has more adaptability and generalization ability. Based on our proposed method, we can simply add a backdoor detection layer to detect backdoors as early as possible, which can eventually alleviate the harm of such backdoors.
Keywords: Software engineering; Deep neural networks; Backdoor attack; Targeted universal adversarial perturbations",ScienceDirect,"spl, inconsistencies, ai, feature, industrial, product, sets, predictive, business, line, analytics, employ, works, configuration, resources, research, review, intelligence, artificial, literature"
393,"Mapping the structure and evolution of software testing research over the past three decades,","2023,","Abstract: Background:
The field of software testing is growing and rapidly-evolving.
Aims:
Based on keywords assigned to publications, we seek to identify predominant research topics and understand how they are connected and have evolved.
Methods:
We apply co-word analysis to map the topology of testing research as a network where author-assigned keywords are connected by edges indicating co-occurrence in publications. Keywords are clustered based on edge density and frequency of connection. We examine the most popular keywords, summarize clusters into high-level research topics examine how topics connect, and examine how the field is changing.
Results:
Testing research can be divided into 16 high-level topics and 18 subtopics. Creation guidance, automated test generation, evolution and maintenance, and test oracles have particularly strong connections to other topics, highlighting their multidisciplinary nature. Emerging keywords relate to web and mobile apps, machine learning, energy consumption, automated program repair and test generation, while emerging connections have formed between web apps, test oracles, and machine learning with many topics. Random and requirements-based testing show potential decline.
Conclusions:
Our observations, advice, and map data offer a deeper understanding of the field and inspiration regarding challenges and connections to explore. Editor’s note: Open Science material was validated by the Journal of Systems and Software Open Science Board.
Keywords: Software testing; Bibliometrics; Co-word analysis",ScienceDirect,"genprog, apr, mt, integration, repair, test, suite, addressed, individual, program, introclass, 143, conclude, oracles, practically, thoroughly, automated, oracle, outputs, presenting"
394,"Exploring the usefulness of unlabelled test cases in software fault localization,","2018,","Abstract: In automatic software fault localization techniques, both the coverage and the testing outcomes of the provided test suite are considered to be essential information. The problem occurs when test oracles do not exist. Specifically, the test suite will contain a large number of unlabelled test cases, i.e., test cases whose output is not identified as being either correct (passing) or incorrect (failing). Such unlabelled test cases cannot be directly used, thereby leading to a degradation of localization effectiveness. In this paper, we propose an approach based on test classification to enable the use of unlabelled test cases in localizing faults. In our approach, unlabelled test cases are classified based on their execution information and are then assigned corresponding estimated labels to allow them to be utilized in fault localization. Experimental results show that with the utilization of these newly labelled test cases, the effectiveness of fault localization can indeed be improved.
Keywords: Software testing; Software fault localization; Oracle problem; Test classification; Unlabelled test cases",ScienceDirect,"cass, tcdt, context, aware, test, support, variation, 17, testing, evidence, design, regarding, dynamic, challenges, studies, perspective, software, review, changes, coverage"
395,"Claims about the use of software engineering practices in science: A systematic literature review,","2015,","Abstract: Context: Scientists have become increasingly reliant on software in order to perform research that is too time-intensive, expensive, or dangerous to perform physically. Because the results produced by the software drive important decisions, the software must be correct and developed efficiently. Various software engineering practices have been shown to increase correctness and efficiency in the development of traditional software. It is unclear whether these observations will hold in a scientific context. Objective: This paper evaluates claims from software engineers and scientific software developers about 12 different software engineering practices and their use in developing scientific software. Method: We performed a systematic literature review examining claims about how scientists develop software. Of the 189 papers originally identified, 43 are included in the literature review. These 43 papers contain 33 different claims about 12 software engineering practices. Results: The majority of the claims indicated that software engineering practices are useful for scientific software development. Every claim was supported by evidence (i.e. personal experience, interview/survey, or case study) with slightly over half supported by multiple forms of evidence. For those claims supported by only one type of evidence, interviews/surveys were the most common. The claims that received the most support were: “The effectiveness of the testing practices currently used by scientific software developers is limited” and “Version control software is necessary for research groups with more than one developer.” Additionally, many scientific software developers have unconsciously adopted an agile-like development methodology. Conclusion: Use of software engineering practices could increase the correctness of scientific software and the efficiency of its development. While there is still potential for increased use of these practices, scientific software developers have begun to embrace software engineering practices to improve their software. Additionally, software engineering practices still need to be tailored to better fit the needs of scientific software development.
Keywords: Computational science; Systematic literature review; Scientific software",ScienceDirect,"strategies, datamorphic, exploratory, testing, classes, set, machine, learning, borders, datamorphism, morphy, algorithms, discovering, recognised, boundaries, application, variants, controlled, exploring, defines"
396,"Intelligent software product line configurations: A literature review,","2016,","Abstract: A software product line (SPL) is a set of industrial software-intensive systems for configuring similar software products in which personalized feature sets are configured by different business teams. The integration of these feature sets can generate inconsistencies that are typically resolved through manual deliberation. This is a time-consuming process and leads to a potential loss of business resources. Artificial intelligence (AI) techniques can provide the best solution to address this issue autonomously through more efficient configurations, lesser inconsistencies and optimized resources. This paper presents the first literature review of both research and industrial AI applications to SPL configuration issues. Our results reveal only 19 relevant research works which employ traditional AI techniques on small feature sets with no real-life testing or application in industry. We categorize these works in a typology by identifying 8 perspectives of SPL. We also show that only 2 standard industrial SPL tools employ AI in a limited way to resolve inconsistencies. To inject more interest and application in this domain, we motivate and present future research directions. Particularly, using real-world SPL data, we demonstrate how predictive analytics (a state of the art AI technique) can separately model inconsistent and consistent patterns, and then predict inconsistencies in advance to help SPL designers during the configuration of a product.
Keywords: Software product line; Literature review; Automated feature selection; Inconsistencies; Artificial intelligence; Industrial SPL tools; Predictive analytics",ScienceDirect,"ml, se, engineering, systems, researchers, software, learning, challenges, aspects, studies, systematically, review, literature, systematic, development, ideally, coded, foreseeing, materialized, particularities"
397,"A metamorphic testing approach for supporting program repair without the need for a test oracle,","2017,","Abstract: Test suite based automated program repair (APR) relies on a test oracle to determine the execution result of individual test cases. The applicability of APR techniques, therefore, is limited by the fact that test oracles may not exist. Metamorphic Testing (MT) is a testing approach that, rather than checking the correctness of individual test outputs, checks testing results through verification of relations among multiple test cases and their outputs: MT can therefore be applied without test oracles. This paper presents an integration of MT with APR that enables application of APR without the need for a test oracle. Two important issues for this integration which have been thoroughly investigated and addressed are: (1) feasibility — which is addressed by proposing a framework to support the integration, and then presenting MT-GenProg, a tool incorporating MT with the popular APR technique GenProg; and (2) effectiveness — which is confirmed through an empirical study of GenProg and MT-GenProg on 1,143 program versions from the IntroClass benchmark suite, demonstrating MT-GenProg’s comparable performance to GenProg, in terms of repair effectiveness. We conclude that the proposed integration is both practically feasible and effective, and thus successfully extends APR techniques to a broader application domain.
Keywords: Test suite based automated program repair; Test oracle; Metamorphic testing",ScienceDirect,"satisfactions, false, mt, sa, occurrence, conclusions, systems, effectiveness, adversely, affected, analysis, occur, sentiment, reveals, rates, 20, derived, affect, furthermore, inspire"
398,"Test case design for context-aware applications: Are we there yet?,","2017,","Abstract: Context
Current software systems have increasingly implemented context-aware adaptations to handle the diversity of conditions of their surrounding environment. Therefore, people are becoming used to a variety of context-aware software systems (CASS). This context-awareness brings challenges to the software construction and testing because the context is unpredictable and may change at any time. Therefore, software engineers need to consider the dynamic context changes while testing CASS. Different test case design techniques (TCDT) have been proposed to support the testing of CASS. However, to the best of our knowledge, there is no analysis of these proposals on the advantages, limitations and their effective support to context variation during testing.
Objective
To gather empirical evidence on TCDT concerned with CASS by identifying, evaluating and synthesizing knowledge available in the literature.
Method
To undertake a secondary study (quasi-Systematic Literature Review) on TCDT for CASS regarding their assessed quality characteristics, used coverage criteria, test type, and test technique.
Results
From 833 primary studies published between 2004 and 2014, just 17 studies regard the design of test cases for CASS. Most of them focus on functional suitability. Furthermore, some of them take into account the changes in the context by providing specific test cases for each context configuration (static perspective) during the test execution. These 17 studies revealed five challenges affecting the design of test cases and 20 challenges regarding the testing of CASS. Besides, seven TCDT are not empirically evaluated.
Conclusion
A few TCDT partially support the testing of CASS. However, it has not been observed evidence on any TCDT supporting the truly context-aware testing, which that can adapt the expected output based on the context variation (dynamic perspective) during the test execution. It is an open issue deserving greater attention from researchers to increase the testing coverage and ensure users confidence in CASS.
Keywords: Context aware application; Systematic review; Software testing",ScienceDirect,"metric, methodology, experiment, metamorphic, identifying, systematic, paradigms, hoc, viability, hindered, oracle, ad, confirming, testing, category, exists, choice, relations, examined, manner"
399,"Discovering boundary values of feature-based machine learning classifiers through exploratory datamorphic testing,","2022,","Abstract: Testing has been widely recognised as difficult for AI applications. This paper proposes a set of testing strategies for testing machine learning applications in the framework of the datamorphism testing methodology. In these strategies, testing aims at exploring the data space of a classification or clustering application to discover the boundaries between classes that the machine learning application defines. This enables the tester to understand precisely the behaviour and function of the software under test. In the paper, three variants of exploratory strategies are presented with the algorithms implemented in the automated datamorphic testing tool Morphy. The correctness of these algorithms are formally proved. Their capability and cost of discovering borders between classes are evaluated via a set of controlled experiments with manually designed subjects and a set of case studies with real machine learning models.
Keywords: Artificial intelligence; Software testing; Automation of software test; Datamorphic testing; Exploratory testing; Test strategies",ScienceDirect,"examines, augmented, classifiers, classification, classifier, image, sut, test, software, performance, problem, machine, mt, anova, wallis, kruskal, variances, dunnett, forests, artcode"
400,"A software engineering perspective on engineering machine learning systems: State of the art and challenges,","2021,","Abstract: Context:
Advancements in machine learning (ML) lead to a shift from the traditional view of software development, where algorithms are hard-coded by humans, to ML systems materialized through learning from data. Therefore, we need to revisit our ways of developing software systems and consider the particularities required by these new types of systems.
Objective:
The purpose of this study is to systematically identify, analyze, summarize, and synthesize the current state of software engineering (SE) research for engineering ML systems.
Method:
I performed a systematic literature review (SLR). I systematically selected a pool of 141 studies from SE venues and then conducted a quantitative and qualitative analysis using the data extracted from these studies.
Results:
The non-deterministic nature of ML systems complicates all SE aspects of engineering ML systems. Despite increasing interest from 2018 onwards, the results reveal that none of the SE aspects have a mature set of tools and techniques. Testing is by far the most popular area among researchers. Even for testing ML systems, engineers have only some tool prototypes and solution proposals with weak experimental proof. Many of the challenges of ML systems engineering were identified through surveys and interviews. Researchers should conduct experiments and case studies, ideally in industrial environments, to further understand these challenges and propose solutions.
Conclusion:
The results may benefit (1) practitioners in foreseeing the challenges of ML systems engineering; (2) researchers and academicians in identifying potential research questions; and (3) educators in designing or updating SE courses to cover ML systems engineering.
Keywords: Software engineering; Software development; Software process; Machine learning; Deep learning; Systematic literature review",ScienceDirect,"art, swfc, fscs, failure, dimensional, random, navigable, quadratic, input, causing, sampling, hierarchical, small, candidate, graphs, domains, adaptive, world, high, computational"
401,"On the effectiveness of testing sentiment analysis systems with metamorphic testing,","2022,","Abstract: Context:
Metamorphic testing (MT) has been successfully applied to a wide scope of software systems. In these applications, the testing results of MT form the basis for drawing conclusions about the target system’s performance. Therefore, the effectiveness of MT is crucial to the trustfulness of the derived conclusions.
Objective:
However, due to the nature of MT, its effectiveness can be affected by various factors. Despite of MT’s success, it is still important to study its effectiveness under different application contexts.
Method:
To investigate the effectiveness of MT, we focus on an important aspect, namely, false satisfactions (which are satisfactions of metamorphic relations that involve at least one failing execution), and revisit the application of MT to sentiment analysis (SA) systems. An in-depth analysis of the essence of false satisfactions reveals the situations where they would occur, and how they would affect the effectiveness of MT. Furthermore, 20 metamorphic relations (MRs) are identified for supporting a user-oriented evaluation of SA systems.
Results:
The occurrence rates of false satisfactions are reported with respect to four SA systems. For the majority of MRs, false satisfactions account for about 20% to 50% of all MR satisfactions, suggesting that false satisfactions occur quite frequently in the evaluation of SA systems. It is also demonstrated that such high occurrence rates of false satisfactions adversely affect the users’ selection of SA systems.
Conclusion:
Our analysis reveals that without considering the occurrence of false satisfactions, MT may overestimate the system’s conformance to the relevant MR. Furthermore, our experiments empirically show that conclusions derived from MT can be adversely affected when there are many false satisfactions. Our findings will help the MT community to adopt a more fair and reliable way of using the test outcomes of MT, and can also inspire the development of solid foundations for MT.
Keywords: Metamorphic testing; Metamorphic relation; Sentiment analysis; False satisfaction",ScienceDirect,"bias, gender, transformers, transformer, survey, models, metrics, comprehensive, language, critically, ramifications, shedding, equity, pressing, flawed, standardization, fostering, dearth, delves, heightened"
402,"METRIC: METamorphic Relation Identification based on the Category-choice framework,","2016,","Abstract: Metamorphic testing is a promising technique for testing software systems when the oracle problem exists, and has been successfully applied to various application domains and paradigms. An important and essential task in metamorphic testing is the identification of metamorphic relations, which, due to the absence of a systematic and specification-based methodology, has often been done in an ad hoc manner—something which has hindered the applicability and effectiveness of metamorphic testing. To address this, a systematic methodology for identifying metamorphic relations based on the category-choice framework, called metric, is introduced in this paper. A tool implementing this methodology has been developed and examined in an experiment to determine the viability and effectiveness of metric, with the results of the experiment confirming that metric is both effective and efficient at identifying metamorphic relations.
Keywords: Metamorphic testing; Test oracle; Oracle problem",ScienceDirect,"apr, tools, components, techniques, accumulation, knowledge, repair, framework, component, aprsuite, patch, suite, evaluation, current, principled, identified, comparison, research, common, automatic"
403,"Using metamorphic relations to verify and enhance Artcode classification,","2021,","Abstract: Software testing is often hindered where it is impossible or impractical to determine the correctness of the behaviour or output of the software under test (SUT), a situation known as the oracle problem. An example of an area facing the oracle problem is automatic image classification, using machine learning to classify an input image as one of a set of predefined classes. An approach to software testing that alleviates the oracle problem is metamorphic testing (MT). While traditional software testing examines the correctness of individual test cases, MT instead examines the relations amongst multiple executions of test cases and their outputs. These relations are called metamorphic relations (MRs): if an MR is found to be violated, then a fault must exist in the SUT. This paper examines the problem of classifying images containing visually hidden markers called Artcodes, and applies MT to verify and enhance the trained classifiers. This paper further examines two MRs, Separation and Occlusion, and reports on their capability in verifying the image classification using one-way analysis of variance (ANOVA) in conjunction with three other statistical analysis methods: t-test (for unequal variances), Kruskal–Wallis test, and Dunnett’s test. In addition to our previously-studied classifier, that used Random Forests, we introduce a new classifier that uses a support vector machine, and present its MR-augmented version. Experimental evaluations across a number of performance metrics show that the augmented classifiers can achieve better performance than non-augmented classifiers. This paper also analyses how the enhanced performance is obtained.
Keywords: Metamorphic testing; Metamorphic relation; Classification; Software verification; Machine learning; Artcode",ScienceDirect,"linear, mrs, mr, algorithms, classification, stability, past, trained, systems, quality, focus, learning, algorithm, known, way, fallen, decides, pd, overlooking, suffering"
404,"SWFC-ART: A cost-effective approach for Fixed-Size-Candidate-Set Adaptive Random Testing through small world graphs,","2021,","Abstract: Adaptive random testing (ART) improves the failure-detection effectiveness of random testing by leveraging properties of the clustering of failure-causing inputs of most faulty programs: ART uses a sampling mechanism that evenly spreads test cases within a software’s input domain. The widely-used Fixed-Sized-Candidate-Set ART (FSCS-ART) sampling strategy faces a quadratic time cost, which worsens as the dimensionality of the software input domain increases. In this paper, we propose an approach based on small world graphs that can enhance the computational efficiency of FSCS-ART: SWFC-ART. To efficiently perform nearest neighbor queries for candidate test cases, SWFC-ART incrementally constructs a hierarchical navigable small world graph for previously executed, non-failure-causing test cases. Moreover, SWFC-ART has shown consistency in programs with high dimensional input domains. Our simulation and empirical studies show that SWFC-ART reduces the computational overhead of FSCS-ART from quadratic to log-linear order while maintaining the failure-detection effectiveness of FSCS-ART, and remaining consistent in high dimensional input domains. We recommend using SWFC-ART in practical software testing scenarios, where real-life programs often have high dimensional input domains and low failure rates.
Keywords: Software testing; Random testing; Adaptive random testing; Efficiency; Hierarchical Navigable Small World Graphs",ScienceDirect,"uav, outage, interference, network, model, sinr, u2u, node, channel, probabilities, swarm, probability, aerial, unmanned, deterministic, effects, derived, multi, performance, channels"
405,"Gender bias in transformers: A comprehensive review of detection and mitigation strategies,","2024,","Abstract: Gender bias in artificial intelligence (AI) has emerged as a pressing concern with profound implications for individuals’ lives. This paper presents a comprehensive survey that explores gender bias in Transformer models from a linguistic perspective. While the existence of gender bias in language models has been acknowledged in previous studies, there remains a lack of consensus on how to measure and evaluate this bias effectively. Our survey critically examines the existing literature on gender bias in Transformers, shedding light on the diverse methodologies and metrics employed to assess bias. Several limitations in current approaches to measuring gender bias in Transformers are identified, encompassing the utilization of incomplete or flawed metrics, inadequate dataset sizes, and a dearth of standardization in evaluation methods. Furthermore, our survey delves into the potential ramifications of gender bias in Transformers for downstream applications, including dialogue systems and machine translation. We underscore the importance of fostering equity and fairness in these systems by emphasizing the need for heightened awareness and accountability in developing and deploying language technologies. This paper serves as a comprehensive overview of gender bias in Transformer models, providing novel insights and offering valuable directions for future research in this critical domain.
Keywords: Gender bias; Transformer models; Bias mitigation; Binary gender assumption; Self-attention",ScienceDirect,"text, stability, localization, segments, learning, stable, systems, techniques, evaluate, flourish, promotes, diagnose, experimentation, metamorphic, raises, preserved, evaluation, positions, causes, inputs"
406,"APRSuite: A suite of components and use cases based on categorical decomposition of automatic program repair techniques and tools,","2020,","Abstract: During the last decade, we are witnessing the advent of a proliferation of techniques and associated tools for automatic program repair (APR). The current techniques and tools provide rich sources of knowledge that should be taken into consideration for future research. An overview of the current APR techniques and tools can serve the research community as a knowledge accumulator. However, APR techniques and tools differ in many aspects making knowledge accumulation challenging. To overcome this challenge, in this paper, we propose to leverage common components that constitute the APR techniques and tools. To achieve this objective, we surveyed current APR techniques and tools to identify the APR Suite of common constituent components, namely as APRSuite. Repair source and defect class are examples of identified components. We grouped these components into several categories such as patch evaluation and target defects. We have also identified some of the possible use cases per component as well as different lessons learned in studies for each component and for each use case. In addition, we developed a principled way for application of the components. The APRSuite and the principled way to apply it comprise a framework for knowledge accumulation, evaluation, and comparison of APR techniques and tools. The novelty of our work lies in its original viewpoint to the process of literature review in the APR research field. To demonstrate the applicability of the framework, we mapped out several concrete APR techniques, as a first instantiation of the framework. We observed that the framework brings discipline into the evaluation and/or comparison of APR techniques and tools. The framework offers these benefits objectively and systematically. We concluded that knowledge accumulation and characterization through literature reviews can be therefore facilitated through the identified suite of components while at the same time the existing component suite can be modified, augmented, or improved.
Keywords: Debugging; Fault detection and localization; Automatic program repair; Patch; Evaluation",ScienceDirect,"recommender, reliability, systems, libraries, metamorphic, solution, designed, users, conducted, rankings, choices, prea, yielding, surprise, recommendations, overwhelming, overlooked, librec, test, acceptance"
407,"Towards effective metamorphic testing by algorithm stability for linear classification programs,","2021,","Abstract: The quality assurance for machine learning systems is becoming increasingly critical nowadays. While many efforts have been paid on trained models from such systems, we focus on the quality of these systems themselves, as the latter essentially decides the quality of numerous models thus trained. In this article, we focus particularly on detecting bugs in implementing one class of model-training systems, namely, linear classification algorithms, which are known to be challenging due to the lack of test oracle. Existing work has attempted to use metamorphic testing to alleviate the oracle problem, but fallen short on overlooking the statistical nature of such learning algorithms, leading to premature metamorphic relations (MRs) suffering efficacy and necessity issues. To address this problem, we first derive MRs from a fundamental property of linear classification algorithms, i.e., algorithm stability, with the soundness guarantee. We then formulate such MRs in a way that is rare in usage but could be more effective according to our field study and analysis, i.e., Past-execution Dependent MR (PD-MR), as contrast to the traditional way, i.e., Past-execution Independent MR (PI-MR), which has been extensively studied. We experimentally evaluated our new MRs upon nine well-known linear classification algorithms. The results reported that the new MRs detected 37.6–329.2% more bugs than existing benchmark MRs.
Keywords: Metamorphic testing; Metamorphic relation; Machine learning program; Linear classifier; Algorithm stability",ScienceDirect,"big, alf, data, development, ide, metamodels, plug, mde, eclipse, approach, engineering, proposed, visual, process, framework, software, practical, model, driven, mapreduce"
408,"General Outage Probability Model for UAV-to-UAV links in Multi-UAV Networks,","2023,","Abstract: Unmanned Aerial Vehicles (UAVs) swarms have become increasingly ubiquitous in the civilian domains due to their maneuverability and scalability in collaborative flying missions. However, there is a lack of characterization of wireless communication performance in multi-UAV system without being constrained by the node spatial distributions. In this paper, the performance of a UAV swarm network is analyzed by characterizing the effects of the UAV-to-UAV (U2U) interference in terms of the Signal-to-Interference-plus-Noise Ratio (SINR). To this end, a closed-form analytical model for the Cumulative Distribution Function (CDF) of the SINR is derived by considering both deterministic and stochastic channel processes, as well as deterministic UAV mobilities. The derived model can be used to analyze U2U interference in a UAV swarm network for any arbitrary node locations. Using this model, the effects of the network parameters on various network Key Performance Indicators (KPIs) such as the outage probabilities and channel capacity rate are studied. The model is extended to incorporate hybrid LoS channels, and the general model is used to evaluate the temporal evolutions of network outage probability given the UAV trajectories. With this, the main advantage of the model in analyzing the baseline outage probabilities of multi-UAV deployments is showcased.
Keywords: Unmanned Aerial Vehicle; Interference Modeling; Outage Probability; UAV-to-UAV Communications",ScienceDirect,"circuit, variability, chip, defective, accelerate, spice, circuits, fa, induced, bridge, material, defect, component, process, defects, scale, failure, random, simulation, semiconductors"
